step,mode,loss,angle_error(rad)
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
0,test,0,0.0
1,training,0.0,0.0
2,training,0.02033688,0.025341356173157692
3,training,0.07129079,0.6122248716652393
4,training,0.07443526,0.23145611584186554
5,training,0.074438244,0.11117525547742843
5,test,0,0.06002301350235939
6,training,0.030328704,0.09704166054725646
6,test,0,0.07342373579740524
6,test,0,0.07391755282878876
6,test,0,0.07363054901361465
6,test,0,0.07345601171255112
6,test,0,0.07412631809711456
6,test,0,0.0742991492152214
6,test,0,0.07384999841451645
6,test,0,0.07477080076932907
6,test,0,0.07639841735363007
6,test,0,0.07706599682569504
6,test,0,0.07791760563850403
6,test,0,0.07936128228902817
6,test,0,0.08833442628383636
6,test,0,0.08615487813949585
6,test,0,0.08533766120672226
6,test,0,0.08519738167524338
6,test,0,0.08515173941850662
6,test,0,0.0851517915725708
6,test,0,0.08522222191095352
6,test,0,0.08536861091852188
6,test,0,0.08553890883922577
6,test,0,0.07671672850847244
6,test,0,0.07593495398759842
6,test,0,0.07579164952039719
6,test,0,0.07563210278749466
6,test,0,0.07729460299015045
6,test,0,0.07947653532028198
6,test,0,0.08131597191095352
6,test,0,0.07864590734243393
6,test,0,0.07768642157316208
6,test,0,0.07631685584783554
6,test,0,0.07573696225881577
6,test,0,0.07502404600381851
6,test,0,0.07511480897665024
6,test,0,0.07417448610067368
6,test,0,0.07389465719461441
6,test,0,0.07356096059083939
6,test,0,0.07247518748044968
6,test,0,0.07335828989744186
6,test,0,0.07367905974388123
6,test,0,0.07406414300203323
6,test,0,0.07520828396081924
6,test,0,0.07530522346496582
6,test,0,0.07585491985082626
6,test,0,0.07534448057413101
6,test,0,0.07492164522409439
6,test,0,0.07459493726491928
6,test,0,0.07387110590934753
6,test,0,0.07409986108541489
