step,mode,loss,angle_error(rad)
0,test,0,0.06336697190999985
0,test,0,0.07741150259971619
0,test,0,0.07345903664827347
0,test,0,0.0931570902466774
0,test,0,0.10051945596933365
0,test,0,0.11769930273294449
0,test,0,0.12072540074586868
0,test,0,0.0913662537932396
0,test,0,0.0897657498717308
0,test,0,0.11813641339540482
0,test,0,0.09865470975637436
0,test,0,0.1020648404955864
0,test,0,0.04024546593427658
0,test,0,0.02482295036315918
0,test,0,0.00811595469713211
0,test,0,0.01903473772108555
0,test,0,0.02796225994825363
0,test,0,0.023906024172902107
0,test,0,0.05060774087905884
0,test,0,0.051371604204177856
0,test,0,0.053949981927871704
0,test,0,0.07807682454586029
0,test,0,0.0824555978178978
1,training,0.04982527,0.20519502460956573
2,training,0.021349452,0.03858492895960808
3,training,0.010728404,0.007271822541952133
3,test,0,0.014618856832385063
4,training,0.0061013903,0.015083685517311096
5,training,0.0037669474,0.02342497743666172
6,training,0.0012029314,0.021045304834842682
6,test,0,0.02102835476398468
6,test,0,0.022911477833986282
6,test,0,0.011323656886816025
6,test,0,0.012459643185138702
6,test,0,0.010693669319152832
6,test,0,0.019211625680327415
6,test,0,0.035038042813539505
6,test,0,0.03166988119482994
6,test,0,0.04321163892745972
6,test,0,0.028822539374232292
6,test,0,0.03005603887140751
6,test,0,0.023435072973370552
6,test,0,0.02144702337682247
6,test,0,0.020062576979398727
6,test,0,0.00780126079916954
6,test,0,0.016140542924404144
6,test,0,0.0195328239351511
6,test,0,0.017761023715138435
6,test,0,0.031209556385874748
6,test,0,0.024677472189068794
6,test,0,0.008565004914999008
6,test,0,0.001625996083021164
6,test,0,0.02389587089419365
6,test,0,0.027904104441404343
6,test,0,0.021110888570547104
6,test,0,0.02186969295144081
6,test,0,0.016745585948228836
6,test,0,0.005430165678262711
6,test,0,0.0037536881864070892
6,test,0,0.012509625405073166
6,test,0,0.01589379459619522
6,test,0,0.017148170620203018
6,test,0,0.00885743647813797
6,test,0,0.032428763806819916
6,test,0,0.0476742759346962
6,test,0,0.02842886373400688
6,test,0,0.02323141321539879
6,test,0,0.021749863401055336
6,test,0,0.025760969147086143
6,test,0,0.010418657213449478
6,test,0,0.02268105000257492
6,test,0,0.034213073551654816
6,test,0,0.04260191321372986
6,test,0,0.011673122644424438
6,test,0,0.012291990220546722
6,test,0,0.03441045060753822
6,test,0,0.03239765390753746
6,test,0,0.04125994071364403
6,test,0,0.04037521407008171
6,test,0,0.037445444613695145
6,test,0,0.011989198625087738
6,test,0,0.006149161607027054
6,test,0,0.0033205896615982056
6,test,0,0.012115173041820526
6,test,0,0.0062455907464027405
6,test,0,0.01754581369459629
6,test,0,0.012705184519290924
6,test,0,0.004175577312707901
6,test,0,0.006601300090551376
6,test,0,0.004449322819709778
6,test,0,0.017648711800575256
6,test,0,0.022440385073423386
6,test,0,0.025428462773561478
6,test,0,0.023454051464796066
6,test,0,0.015381142497062683
6,test,0,0.014265455305576324
6,test,0,0.026300441473722458
6,test,0,0.039714064449071884
6,test,0,0.043376367539167404
6,test,0,0.05275050923228264
6,test,0,0.06124992296099663
6,test,0,0.018644098192453384
6,test,0,0.052076198160648346
6,test,0,0.08631828427314758
6,test,0,0.11467655003070831
6,test,0,0.11302943527698517
6,test,0,0.11470909416675568
6,test,0,0.11930128931999207
6,test,0,0.18023093044757843
