step,mode,loss,angle_error(rad)
0,test,0,0.049325600266456604
0,test,0,0.016162872314453125
0,test,0,0.02396426722407341
0,test,0,0.03757379576563835
0,test,0,0.05086192116141319
0,test,0,0.06498593091964722
0,test,0,0.06389521062374115
0,test,0,0.025509387254714966
0,test,0,0.005893431603908539
0,test,0,0.002585243433713913
0,test,0,0.0009291432797908783
0,test,0,0.0035814642906188965
0,test,0,0.016582947224378586
0,test,0,0.012097548693418503
0,test,0,0.0017127245664596558
0,test,0,0.012001875787973404
0,test,0,0.017514172941446304
0,test,0,0.02119256556034088
0,test,0,0.014895554631948471
0,test,0,0.010981898754835129
0,test,0,0.012989748269319534
0,test,0,0.009336300194263458
0,test,0,0.0009206347167491913
0,test,0,0.006193351000547409
0,test,0,0.021433662623167038
0,test,0,0.04343078285455704
0,test,0,0.04045812785625458
0,test,0,0.057552698999643326
0,test,0,0.04849148914217949
0,test,0,0.04171380400657654
0,test,0,0.05305939167737961
0,test,0,0.03677385672926903
0,test,0,0.044881999492645264
0,test,0,0.033334895968437195
0,test,0,0.021021563559770584
0,test,0,0.016078302636742592
0,test,0,0.02466520294547081
0,test,0,0.015820838510990143
0,test,0,0.02418530359864235
0,test,0,0.029448315501213074
0,test,0,0.035623908042907715
0,test,0,0.02621999941766262
0,test,0,0.016110317781567574
0,test,0,0.02267642319202423
0,test,0,0.004427075386047363
0,test,0,0.0054808687418699265
0,test,0,0.008510593324899673
0,test,0,0.005436703562736511
0,test,0,0.01939718797802925
0,test,0,0.0195368193089962
0,test,0,0.001249285414814949
0,test,0,0.006241347640752792
0,test,0,0.0036640167236328125
0,test,0,0.011240225285291672
0,test,0,0.009486403316259384
0,test,0,0.01352192834019661
0,test,0,0.002028331160545349
0,test,0,0.005863714963197708
0,test,0,0.014796201139688492
0,test,0,0.009493522346019745
0,test,0,0.003971472382545471
0,test,0,0.0004949234426021576
0,test,0,0.007480848580598831
0,test,0,0.012854449450969696
0,test,0,0.03977745398879051
0,test,0,0.047920022159814835
0,test,0,0.04049267992377281
0,test,0,0.03683045133948326
0,test,0,0.05117480084300041
0,test,0,0.056344132870435715
0,test,0,0.05633631721138954
0,test,0,0.039205003529787064
0,test,0,0.027583152055740356
0,test,0,0.012374892830848694
0,test,0,0.013076528906822205
0,test,0,0.019294116646051407
0,test,0,0.040159109979867935
0,test,0,0.03916751965880394
0,test,0,0.036490652710199356
0,test,0,0.03954818472266197
0,test,0,0.04278842732310295
0,test,0,0.031987715512514114
0,test,0,0.03141242638230324
0,test,0,0.04382309690117836
0,test,0,0.03522377833724022
0,test,0,0.029566433280706406
0,test,0,0.025692835450172424
0,test,0,0.006654120981693268
0,test,0,0.027966508641839027
0,test,0,0.032587580382823944
0,test,0,0.018278857693076134
0,test,0,0.018111243844032288
0,test,0,0.036285676062107086
0,test,0,0.041870296001434326
0,test,0,0.038458529859781265
0,test,0,0.029180992394685745
0,test,0,0.02556758187711239
0,test,0,0.0044196248054504395
0,test,0,0.0005209725350141525
0,test,0,0.03450446203351021
0,test,0,0.09725083410739899
0,test,0,0.11684443056583405
0,test,0,0.0659710019826889
0,test,0,0.04914144054055214
0,test,0,0.02502787485718727
0,test,0,0.00766768679022789
0,test,0,0.006059441715478897
0,test,0,0.005148891359567642
0,test,0,0.019065171480178833
0,test,0,0.009339611977338791
0,test,0,0.023881826549768448
0,test,0,0.05832080543041229
0,test,0,0.09796205163002014
0,test,0,0.1502806544303894
0,test,0,0.1661234349012375
0,test,0,0.19552089273929596
0,test,0,0.2692124843597412
0,test,0,0.2692124843597412
0,test,0,0.3732636868953705
0,test,0,0.38973790407180786
0,test,0,0.37758758664131165
0,test,0,0.3830623924732208
0,test,0,0.40898996591567993
0,test,0,0.4268799424171448
0,test,0,0.4361647665500641
0,test,0,0.46153995394706726
0,test,0,0.5352625250816345
0,test,0,0.5517485737800598
0,test,0,0.41453084349632263
0,test,0,0.31998082995414734
0,test,0,0.3021549880504608
0,test,0,0.36016470193862915
0,test,0,0.4049208164215088
0,test,0,0.3234635293483734
0,test,0,0.27235227823257446
0,test,0,0.19492082297801971
0,test,0,0.17486043274402618
0,test,0,0.19406019151210785
0,test,0,0.1800573468208313
0,test,0,0.179285928606987
0,test,0,0.1906067132949829
0,test,0,0.18172267079353333
0,test,0,0.1678444892168045
0,test,0,0.17842330038547516
0,test,0,0.1383107602596283
0,test,0,0.12232175469398499
